No;Label;Username;Tweet
539;compliment;anasccf;Senang sekali akhirnya saya bisa menikmati Useetv Indihome gak sabar nih pengen di rumah Mulu tayanganya keren-keren banget loh https://t.co/qyPpCc1QEy
540;own tweet;indihomecare;@kaineriii Halo, Sobat. Untuk pengecekan lebih lanjut, silakan informasikan nomor layanan IndiHome, nomor HP, beserta nomor HP alternatif via DM ( https://t.co/yuUDRsTpwI), ya. Terima kasih. -Naia
541;complaint;mizzumono;indihome error sampe besok masa ??????
542;none;pridejaeyongist;dom solo indihome nya aman??? apa gangguan???
543;campaign;upiibu791;Kamus pintar seputar IndiHome minggu ini adalah Cloud Storage for IndiHome. Yuk, simak penjelasannya di sini ya! #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/rPMOdYsVVe
544;none;ungeflwr;@AllfineD hi, mau tanya km udh di kirimin hadia dr indihome blm ?
545;campaign;deranniez;Istirahat kerja kangen sama orang rumah rasanya pengen pulang tapi belum bisa..waktu istirahat kerja sempetin ketemu secara virtual pake internet dari IndiHome setidaknya mengobati kerinduaanku mesti belum bisa pulang #InternetnyaIndonesia  #AktivitasTanpaBatas https://t.co/ZrA97Wneh0
546;none;hadirussadi;Indihome anj
547;compliment;lindhahy;Enaknya pagi ini masak apa yaaa, seneng banget jaman sekarang lebih mudah cari referensi menu masakan rumahan di google, thankyou IndiHome skrg ga bingung2 lagi sih mau masak apa, cuman bingung mau masakin siapa wkwk ?? https://t.co/rvuAJum6iR
548;compliment;lindhahy;Selamat hari selasa! Jgn pernah larut dlm rasa, terima segala kekurangan dan lakukan yg lebih baik di hari esok. Jgn menyerah dan tetap smgt! IndiHome siap dukung aktivitas onlinemu, pekerjaan online jd lebih mudah?? https://t.co/Z9aqGPNFgl
549;complaint;awietandiono;Kalo dengan alasan itu, mengapa kalian menerima pengajuan pemasangan Indihome dari saya padahal jelas2 nama pengaju layanan (saya sendiri) berbeda dengan nama pelanggan yang tercatat. Kalian harus punya data siapa yang mengajukan layanan.
550;compliment;qfly_mu;Keren nih doodle celebreting hari perempuan dari google! Selamat hari perempuan buat para perempuan yang selalu hebat diluar sana???? internet emang selalu informatif sajikan info yg up to date dengan koneksi indihome yang selalu lancar?? https://t.co/PTuS7AXeG0
551;own tweet;indihomecare;@Rifkiabdulmajid Hai, Kak Rifki. Pasang baru dikenakan biaya ya. Biaya Pasang baru IndiHome sebesar Lima Ratus Ribu Rupiah belum termasuk PPN 10% dan dibayarkan diawal saat layanan IndiHome Kakak sudah aktif. Terima... https://t.co/8wgWcAzLB8
552;none;rindousmanbun;koko suka fortune telling tuh lucu bgt sumpah ?? koko anak indihome
553;complaint;nandaarully;@IndiHomeCare @IndiHome BENUL!! Boleh ndak papa, soalnya saya buka Canva buat bikin tugas aja lama betul. Terima kasih min ????????????
554;complaint;erikncxx;Indihome 2 hari lemot i nyapo jane tulungg kene arep kerjo woy
555;own tweet;indihomecare;@avocadours Halo, Kak Mia. Yoha bantu pengecekan yah Kak, informasikan dahulu nomor internet, atas nama pemilik, alamat, jumlah tagihan terakhir, relasi dengan pemilik IndiHome, nomor HP utama dan nomor HP... https://t.co/JCPJXi7oHJ
556;own tweet;indihomecare;@avocadours Halo, Kak Mia. Yoha bantu pengecekan yah Kak, informasikan dahulu nomor internet, atas nama pemilik, alamat, jumlah tagihan terakhir, relasi dengan pemilik IndiHome, nomor HP utama dan nomor HP... https://t.co/wMdq8BGvPi
557;compliment;pesikindra2;Thanks to Giroud???????? #forzaMilan Streaming apapun jadi enak pake Indihome anti lelet?????? https://t.co/QcX9WomdKv
558;none;statefhanie;@numpanglihat @okkyandrianlola @IndiHome bener bgt nihh skrng udah harus kek bgini semuaa
559;complaint;euphorianda;"Dan terjadi lagi…. Halo Indihome, ini kok modem saya LOS nya nyala gini ya &amp; no internet access jg. Udah di restart, dan didiemin. Tolong ya, saya lagi ada meeting jd terhambat @IndiHomeCare @IndiHome https://t.co/cH4kDgBy42"
560;own tweet;indihomecare;@Putra_anjaya01 Hai, Kak Putra. Benar sekali Kak, jika Kakak telat bayar tagihan IndiHome maka akan dikenakan denda 5% (jika masih bulan yang sama) dan denda 10% (jika sudah lewat bulan). Jangan sampai bayar lewat... https://t.co/SZTj4mdFuA
561;own tweet;indihomecare;@nandaarully @IndiHome Halo, Kak Nanda. Apakah nomor internet dengan akhiran **88? untuk menstabilkan kembali jaringan internetnya, Boang bantu lakukan restart jaringan dari sistem. Hal ini akan menyebabkan koneksi IndiHomenya mati sejenak. Apakah Kakak berkenan? ditunggu konfirmasi berikutnya. -Boang
562;complaint;inirai_;Kagak jelas @IndiHome
563;complaint;nandaarully;@Cookieboxel_nft @IndiHome udah suudzon sampe ganti pass wifi. kirain bakal agak cepet, ternyata sama ajaa :)
564;own tweet;indihomecare;@mr_MRamadhan Selamat siang, Kak Ramadhan. Geni informasikan jatuh tempo pembayaran IndiHome adalah tanggal 20 setiap bulannya. Jangan sampai telat ya agar tidak dikenakan denda dan pastinya jaringan Kakak tidak... https://t.co/lrsZZb0DGl
565;complaint;calonmayatdunia;"Dari semalem jaringan indihome ga stabil, eh sekarang malah ""tidak ada jaringan"". Ini kenapa ya? @IndiHome @IndiHomeCare"
566;inquiry;chilaangela2;Untung punya temen yg kerja di grapari. Jd bisa nanya knp tagihan indihome naik???? maklum emak emak kalo naik dikit aja udah protes ????
567;inquiry;yebjt;@IndiHomeCare selamat siang. Saya dapat info penambahan paket Indihome dan seamles yg tidak saya lakukan. Apa bisa bantu lakukan pembatalan? Trims
568;compliment;eihdelweis;mantap eh indihome ((bukan buzzer)) https://t.co/LeGMMBBicp
569;campaign;useetvcom;Berdendang bersama irama dangdut yang meriah! Tayang eksklusif di channel @useeprime CH 88 (SD) | 908 (HD). Akses streaming via aplikasi UseeTV GO atau melalui browser di https://t.co/iQTZBKnq1D. #AktivitasTanpaBatas #IndiHome #IndiHomeTV #UseePrime #StudioDangdut #MusikDangut
570;complaint;urrsweetheart;Woi indihome knp sii gue ada kelass
571;complaint;bgassssssssss;@IndiHome @IndiHomeCare gercepan dong wifi nya gaberes nih
572;none;numpanglihat;"@okkyandrianlola @IndiHome Bener ... Cm gua kasih watermark di foto nya ""Foto ini dipergunakan untuk kepentingan indihome tanggal xx. Xx. Xxxx"" Untuk posisi dan kalimatnya seenak lu aja bang aturnyaa, kenain bagian ktp dan tangan sih klo saya"
573;own tweet;indihomecare;@venaramboo Halo, Kak Vena. Silakan informasikan nomor layanan IndiHome, nomor HP, beserta nomor HP alternatif via DM ( https://t.co/yuUDRsTpwI), agar segera ditindaklanjuti. Terima kasih. -Naia
574;complaint;esa_muktiaji;fix indihome anjing, pemakaian ke 8 bulan, baru kerasa bangsatnya, makin kesono makin bangsat dh pasti
575;campaign;nadasyifa396;Istirahat sambil santai nonton yt.. Rose is the cutest and most endearing person ever. This vlog was cute! ???? Pake #IndiHome internet lancar bikin #AktivitasTanpaBatas https://t.co/E31zK0WLmt
576;campaign;diahkartikas1;Masih belum tau nih mau makan siang apa?? beli bakso aja kali ya, simple dan cocok buat anak kosan. Pas banget nih lagi scroll TikTok pake IndiHome ada bakso yg cukup menggoda, pasti enak nih bikin ngiler aja ?? #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/JS1CwY8avW
577;complaint;rdy_ayu;indihome iki kok sering nakal ya ??
578;complaint;klmpkpnrbngtokt;@IndiHome dari semalem internet bermasalah ini, udah laporan malah tbtb laporan selesai padahal belum ada teknisi dateng kerumah
579;inquiry;mr_mramadhan;@IndiHomeCare Min, kalo jatuh tempo pembayaran IndiHome itu tanggal berapa ya?
580;none;barchbitj;ges ada yg kerja di indihome gak?
581;inquiry;putra_anjaya01;@IndiHomeCare Katanya kalo terlambat bayar IndiHome itu dikenakan denda, Benar gak? Kalo benar, dendanya berapa ya? #MauNanyaDong
582;inquiry;putra_anjaya01;@IndiHomeCare Min, 1 IndiHome TV bisa gak berlangganan 3 STB sekaligus? #MauNanyaDong
583;none;kesetgoodbye;Gusti nu agung indihome
584;complaint;prettypplsimp;@Askrlfess jgn nder mending biznet / myrep. gw nyesel pake indihome ud lemot bgt suka mati anjeng
585;inquiry;imericho;@IndiHomeCare Saya mau pasang indihome dan harus tanam tiang. Pertanyaan saya, semisal suatu saat saya pindah rumah atau ada renovasi, apakah tiang nya bisa di copot? dan apakah ada biaya?
586;inquiry;bonniewir;@tintinnya @klinikhukum @IndiHomeCare Okay jadinya bagusan mana.. ini lagi mau ganti ke indihome soalnya tapi kok testimoni nya gini
587;compliment;sikhof14;selamat Pagi, Semangat Pagi. Semalem lembur di temenin IndiHome buat kerjaan jadi cepet beres. Meskipun Lembur pagi ini harus tetap semangat dong kan ada kopi bikin ga ngantuk dan semangat lagi! ?? https://t.co/wGK7ZnQ5fz
588;compliment;alexandrioda;@peachjaegf @tanyakanrl Yg max buat pasar amerika kalo gak salah,, go buat Asia. Langsung aja dari aplikasinya ntar buat akun, disini kalo udah langganan parabola (first media, mnc, indihome atau beli dari app telkomsel) langsung bisa sync akun.
589;compliment;sikhof14;Mau siapin bekal buat nanti sore. Bekal kali ini ditemenin dengan menu nasi goreng spesial makin spesial karna buatnya sambil liat tutorial di youtube pake internet IndiHome, semoga aja enak deh ?? https://t.co/vE8Q3RzHFq
590;compliment;sikhof14;Hari ini kesempatan buat refresh otak lagi ni. Refreshing kli ini mau aku gunain vidiocall sama mama pake internet IndiHome. Udah lama ga ketemu dan semoga vidiocall kali ini bisa ngobatin rasa rindu deh ?? https://t.co/F4SHPTg0wW
591;compliment;sikhof14;Pagi hari ini cerah banget ya, cocok banget buat olahraga di rumah aja pake tutorial dari youtube dan internet IndiHome. Kapan lagi weekend bisa produktif ?? https://t.co/wHXXiBhGe5
592;own tweet;indihomejtd;Promo Mbois internet kenceng abizz!! Wayahe pasang IndiHome nih lur, paket 2P Internet + Telephone, gratis telfon 100 menit lan kecepatan internet hingga 100 Mbps! Ayo serbu lur, pas banget kanggo kebutuhan aktivitas onlinemu! ?? #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/xFZ1kVQ0oE
593;compliment;warteguhhh;Wi-fi udah bener. Mantap @IndiHome
594;compliment;xilchkaf;tysm indihome. https://t.co/5rZlD8NJmt
595;none;buddyonethree;"@vybluee @bpmentofficial Punya indra ke sembilan mba.. rata"" anak indihome"
596;complaint;cookieboxel_nft;@nandaarully @IndiHome lemot sangat :))
597;complaint;nandaarully;kurasa rasa @IndiHome lagi lemot yaa ????
598;own tweet;indihomecare;@okkyandrianlola Halo Kak Tretan. Syarat yang diinformasikan oleh rekan sales tersebut, betul syarat pendaftaran pasang baru IndiHome saat ini. Survey lokasi akan dilakukan setelah proses registrasi. Terima kasih. -Indah
599;compliment;duyy18;@okkyandrianlola @IndiHome daftar lewat aplikasi indihome aja bang kalo ragu. ntar kalo dah daftar diaplikasi tinggla tunggu teknisi datang. gak ribet
600;complaint;rizqibanget;@IndiHomeCare min, indihome indikator los
601;campaign;nadasyifa396;"Kata orang cinta memang tak butuh alasan, tapi kadang juga butuh loh Sob!! Kayak cinta sama Kpop ada beberapa alasannya nih!! Hayoo Sobat yang mana nih? Kabar gembira buat Sobat karena tiap Sabtu &amp; Minggu di Youtube IndiHome ada KAI EXO loh!! #AktivitasTanpaBatas #IndiHome https://t.co/XuTrcnfjik"
602;complaint;goodnessinside8;@IndiHomeCare Jawaban ini sudah teramat basi ! Setiap hari selama 130 hari lebih jawaban ini kalian berikan. Kami ingin kepastian hal dibawah ini : Hari, Tanggal dan Jam berapa Layanan Indihome bisa kami pergunakan kembali dengan normal ? @TelkomIndonesia @IndiHomeCare
603;campaign;fadilsatya08;Kata temen ku, potong rambutnya d kasih jalan yg lurus th, biar kaya IndiHome, sinyal internet nya lurus, makanya lancar. ?? #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/OoeshqIPF9
604;own tweet;indihomecare;@febimilue Hai, Kak Febi. Zati informasikan saat ini IndiHome belum menyediakan paket bundling dengan Netflix. Kakak bisa langsung akses Netflix menggunakan jaringan IndiHome nya ya. Terima kasih. -Zati
605;compliment;okbelliza;Selasa : Jangan memaksa atau sok berkuasa. Saling menjaga dan tenggang rasa. Semua bahagia! have a nice day, indihome selalu dihati ?? https://t.co/aMcawzKidB
606;campaign;susiloningrum01;Dapet video nih saat LG browsing pake IndiHome, cara ngupasnya unik.. tapi hasilnya bagus tuh. Bisa dicoba. #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/Vh5SNELXSJ
607;complaint;ghealf;@IndiHome knapasih dc dc mulu? Uda dibayar btw. Tolong dong ah... Sebel..
608;complaint;w_i_d_h_i;Pemerintah gencar bangun jalan tol. Tp utk tol langit/akses broadband nampaknya terhambat oleh strategi Indihome yg ngeset margin tinggi bgt. Dr 70 jt rumah tangga, baru 11 jt yg tercover, kalah jauh dari Thailand, bahkan Vietnam @jokowi @erickthohir @PlateJohnny @AryaSinulingga https://t.co/9FhsmVwNNi
609;compliment;0xluxkyy;Win $20 aja udah cukup buat pasang indihome
610;inquiry;oneman15118758;@N3wy012k @professordeka @affrizalgani @tintinnya @klinikhukum @IndiHomeCare Ada solusi lain tidak kak selain indihome. Soalnya saya dulu mau pasang. Namun karena daerah jauh dari Kotak kabel, saya dibebani biaya tambahan kabel dan atau dijanjikan akan ditempatkan kotak kabel yang dekat dengan rumah. Tapi sampe saat ini tidak terealisasi.
611;own tweet;indihome;Siapkan waktu untuk dukung dan menyaksikan pertandingan klub kesayangan Kamu agar lolos ke babak perempat final, hanya di Vidio bersama IndiHome! ?? #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/UtpuQfgCXJ
612;own tweet;indihome;Sobat, siapa yang sudah tidak sabar menyaksikan laga ke-2 dari #UCL babak 16 besar? Catat jadwalnya, 9 Maret 2022, pukul 03.00 WIB! https://t.co/OC5JB9nbSb
613;own tweet;indihomecare;@JQueeBee1 Siang, Kak Bee. Ada dong Kak, kami memiliki paket IndiHome Pelajar, Pendidik, dan Jurnalis. Informasi lebih lengkapnya, sudah Yuli informasikan via DM, silakan melakukan pengecekan dan interaksi... https://t.co/536clejRJl
614;own tweet;indihomecare;@gilaqlo Hai, Sobat. Guna dibantu cek lebih lanjut, berkenan informasikan data berikut: -Nomor layanan - Atas Nama - Alamat pemasangan - Jumlah tagihan terakhir (lunas) - Relasi dengan pemilik IndiHome -... https://t.co/dFhvNltzv3
615;complaint;mlermaid;INDIHOME NGGA JELAS BANGET
616;campaign;feninovitasar14;Ada yang tau gak, namanya atau cari dimana nih, yang Kya gini..? Kayaknya harus nyari resepnya sendri nih, ntr sore ah, browsing ma IndiHome, hunting resep roti. #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/81bfrnrsc1
617;complaint;tbzanya;Indihome monyet.
618;compliment;yummicellss;Download 300mb gk sampe semenit dong, indihome makin kenceng aja nih
619;complaint;asuuraimuuu;stres amat lah indihome rangkas kualitas sampah
620;complaint;michelle_881;INDIHOME KENAPA SI ASU DARI KEMAREN KERJAANNYA BIKIN EMOSI
621;compliment;yummicellss;Gak sabar nunggu hari sabtu minggu buat nonton bebeb Kai di youtubenya indihome
622;campaign;baynatha;Sambil kerja. Nonton indihome bisa laaa #Aktivitastanpabatas #InternetnyaIndonesia https://t.co/sHPwOhYXve
623;compliment;yummicellss;Tayangan usee tv emang paling favorite deh kalo nonton di IndiHome TV
624;campaign;feninovitasar14;Dapet cara mudah saat browsing YouTube pake IndiHome, gimana nih..?? Ada yg mau bantuin bikin gak? #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/OAtgK3PVOD
625;none;nadiaazulfi;@IndiHome hadeeeeh
626;compliment;yummicellss;Semenjak langganan IndiHome, setiap pagi udah jadi rutinitas anak anteng banget nonton IndiKids
627;compliment;yummicellss;Mengawali hari selasa dengan olahraga tipis-tipis bermodalkan workout di youtube, untungnya pake indihome jadi gak khawatir kehabisan kuota https://t.co/IwNrigSfdn
628;campaign;a_munif;Tebar berita telkom jabar kembali lagiiiii. Senang pake Indihome #AktivitasTanpaBatas https://t.co/QSFwIVfEWJ
629;campaign;st_nurjanahh;Fenomena hallyu wave yg tengah happening saat ini, tidak selalu toxic ko. Bahkan bisa jadi motivasi. Nah.. #IndiHome tengah menayangkan aktivitas seru KAI #EXO lho, salah satu idol grup yg juga menginspirasi https://t.co/hNkhZnpzko #AktivitasTanpaBatas https://t.co/yQa26StGWo
630;own tweet;indihomecare;@DikiFikri999 Halo, Kak Diki. Terima kasih atas apresiasinya ya, ikuti terus timeline kami untuk informasi menarik seputar produk dan layanan IndiHome lainnya. Selalu jaga kesehatan dan semangat beraktivitas ya :) ... https://t.co/obGuluKL3s
631;none;budi_anwirra;@_SEKNAS_RI @Lohan2828 @K3nshin_KR @Rosedah76 @muhammadiyah @MUIPusat Semakin kesini MUI kelihatan semakin Bobrok nya. Yg mengatasnamakan Ulama justru banyak yg keblinger. Ga ada Manfaatnya LSM MUI itu. Majelis Ulala Indihome.
632;campaign;a_munif;Tiba-tiba nggak bisa terkoneksi? Tenang Sobat, tiga langkah berikut ini bisa Kamu coba loh. Yuk, simak dan jangan lupa saved ya sob! ?? Indihome terbaik #AktivitasTanpaBatas https://t.co/CEjMO1aBwl
633;compliment;joeaaaan;@keroopiiw indihome ku aman i, tergantung amal dan perbuatan kyoke
634;complaint;goodnessinside8;@IndiHomeCare @TelkomIndonesia Hari, Tanggal dan Jam berapa Layanan Indihome bisa kami pergunakan kembali dengan normal ? @IndiHomeCare @TelkomIndonesia 136 hari itu penyimpangan yang sangat jauh dari SLG Indihome 3x24 Jam!
635;campaign;a_munif;sobat IndiHome, buat yang masih bingung buat redeem poinnya. #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/EDGbJloXCY
636;campaign;suprinsloo;Udah selasa lagi, yok kita kembali kerja pake jaringan lancar dari IndiHome buat kerjaan hari ini cepat selesai. #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/Sqgovue539
637;inquiry;arifzein;@okkyandrianlola @IndiHome Lah itu kan ISP ya ? Bukan lembaga keuangan atau fintech kan ? Skrg pake KTP + selfie gitu ya ?
638;complaint;nelheeyoungkyu;Indihome gk tobat² eror nya...eror kok terosss
639;inquiry;febimilue;@IndiHomeCare min, IndiHome ada paket yang bundling Netflix ngga?
640;complaint;venaramboo;@IndiHomeCare pagi indihome. Sudah 2 hari ini, kmrn dan skrg wifi kalo pagi sampe jam 11 siang, wifi nya mati total tdk bs digunakan, apakah ada perbaikan?
641;none;w_i_d_h_i;@arikowidtrash @tsaradiary @IndiHome Percuma ngetag @indihome, mending langsung ke pemegang saham pengendali @jokowi @erickthohir
642;campaign;idris_oemar;Nih sobat IndiHome, buat yang masih bingung buat redeem poinnya. #InternetnyaIndonesia #AktivitasTanpaBatas https://t.co/pKQYq4Yf07
643;none;3dota;"@tintinnya @klinikhukum @IndiHomeCare Indihome gak ada mencantumkan QOS dalam kontrak dengan pelanggan rumahan serta kecepatan yg didapatkan pelanggan ""hanya"" Up To (hingga). Coba berlangganan paket corporate yg lebih jelas hitam di atas putih-nya"
644;compliment;anggertito;Anjay indihome udah nggak nyuruh restart modem, mereka remote restart, mandiri sih tapi kok kampret jg ya ??
645;complaint;brownieakashi;@IndiHomeCare kenaapa indihome error lagi untuk ke 4 kalinya kurang dari seminggu. Gimana ini????
646;none;arikowidtrash;@w_i_d_h_i @tsaradiary @IndiHome
647;none;kaineriii;ga indihome ga Indosat sama aja https://t.co/iS9iTjqmaE
648;campaign;baynatha;Sobat yang suka nonton series Geez and Ann, yuk tonton seriesnya sekarang secara eksklusif hanya di Vidio melalui IndiHome TV Kamu ???? #InternetnyaIndonesia #AktivitasTanpaBatas #GeezAndAnnSeries https://t.co/JpN9G68KG6
649;campaign;a_munif;tugas cepat beres karena dibantu WiFi IndiHome yang kenceng banget, jadi bisa keluar cari camilan. #internetnyalndonesia #aktivitastanpabatas https://t.co/WMAwElnW3i
650;compliment;stifwiliam;@IndiHomeCare mantap IndiHome
651;campaign;dony2305;tugas cepat beres karena dibantu WiFi IndiHome yang kenceng banget, jadi bisa keluar cari camilan. #internetnyalndonesia #aktivitastanpabatas https://t.co/3FTqaA3bKG
652;own tweet;indihomecare;@abiyyubiyu Halo, Kak Abi. Laporannya bisa dibantu melalui kami di sini. Silakan informasikan terlebih dahulu atas nama, alamat lengkap, jumlah tagihan terakhir(lunas), dan relasi dengan pemilik IndiHome via DM... https://t.co/JlfF2bPGRM
653;compliment;sucikanhatiii;Biar lenganmu tidak menggelambir ??. IndiHome aku suka kamu!! https://t.co/C6NW4F9Y1y
654;complaint;raanoo_____;tolong @IndiHome benerin jaringan lu di daerah condet, jangan males kerja
655;complaint;dikazicaedmon;@tintinnya @klinikhukum @IndiHomeCare Udah biasa itu.. Dari masa internet busuk ke speedy sekarang ke indihome.. Layanan internet nya tetap busuk. Tapi hampir semua layanan publik indonesia busuk sih.. Mau provider apapun.. Makanya kadang lucu aja kalo pemerintah sok bicarai metaverse Jaringan internet ae masih bosok
656;compliment;sucikanhatiii;Perutmu akan ulalaaaa. Makasih IndiHome yogaku ngak lancar kyak tol ,?? https://t.co/rA9SxcR8N8
657;none;rezarivalda;@okkyandrianlola @IndiHome Sempet... Sebelumnya nanya kenalan yang pakai, dan mereka juga diminta, jadi akhirnya dikasih meski fotonya pakai sim
658;none;vnyfe;@TelkomJabar 2-1-3-4-5 #GiveawayTelkomjabar #IndiHome IKUTAN YUK @itsvelisa @jantitjendana @SitiSannah @SitiRatnawati @ndyviolita
659;compliment;arifiantoyusma;@starlightsea_ @affrizalgani @tintinnya @klinikhukum @IndiHomeCare Bener, mereka cakupan nya emang luas. Sy juga pake Indihome.. awal2 aja, sampe Biznet datang. Daaann.. pindah lah akhir nya..??
660;own tweet;indihomecare;@sushhhitrash Hai, Sobat. Sulis informasikan SOD (Speed On Demand) merupakan fitur dari produk home internet (IndiHome) untuk melakukan upgrade speed internet secara temporer atau sementara sesuai kebutuhan Kakak... https://t.co/UYT7JydlRG
661;none;hnata__;@okkyandrianlola @IndiHome Pas survei lapangan katanya lokasi kejauhan dari titik kabel, kelebihan 100 meter. Gaberani pasang, nunggu instruksi atasan dulu.
662;complaint;tamarazhazha;Indihome kenapa lagi nih kok jaringannya kek gini lemot banget @IndiHomeCare
663;complaint;nasisotoayam;halo @IndiHome ini dari minggu kemarin kenapa ya lemot terus? kadang nyambung kadang engga
664;none;ninitninitninit;@meatizmurder @secgron @IndiHome @MyRepublicID Emang CS nya ngang ngong ngang ngong kaga ngerti apa2 kak
665;none;emp02sunghoon;@EMP90Wooshik Kalau kalah game apapun itu emang salahnya indihome
666;none;budi71702216;@TelkomJabar My indihome
667;campaign;rzkyap21;IndiHome udah bisa daftar lewat Scan QR nih, keren! #AktivitasTanpaBatas https://t.co/By1xCgwumN
668;complaint;deyouniverse;Ada ada aja dah indihome
669;campaign;suprinsloo;Biar selasa-nya makin semangat. Kerja sambil dengerin podcast yang seru di Spotify, pake jaringan lancar dari IndiHome udah paling bener. #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/oFP0gDmhF1
670;campaign;suprinsloo;Biar tetap sehat, sempatin olahraga pagi di rumah sebelum kerja ditambah streaming youtube pake jaringan IndiHome biar makin semangat! #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/DZlTC1xvDx
671;campaign;suprinsloo;Hari ini buat sarapan paginya sambil nonton tutorial di youtube, berguna banget jaringan yang lancar IndiHome buat aku yang baru belajar masak #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/4rKeNVgzhN
672;complaint;meatizmurder;@ninitninitninit @secgron @IndiHome @MyRepublicID sumpah myreeeep bener bener kesel 2x nelfon CS 2x nerima jawaban beda gangerti apa ga diajarin atau gimana
673;compliment;taripermata4;Waduh, scene ini bikin deg-degan banget, kasian Jenny shock berat pas tau dia harus ditahan?? rewatch yuk di IndiHome TV pastinya! https://t.co/5HLUfg2bmB
674;campaign;suprinsloo;Karena udah PPKM lagi, jadi liburan virtual dulu nonton youtube sambil rebahan. Pake jaringan IndiHome emang bikin healing virtual jadi lancar. #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/wd8uq8lyAn
675;none;okkyandrianlola;@RezaRivalda @IndiHome Smpet d kasih ga?
676;none;okkyandrianlola;@Hnata__ @IndiHome Tp udah lu ikutin? Gimana?
677;none;okkyandrianlola;@Tiosfer_TOP @IndiHome Makanyaa pake ada selfie kita segala
678;compliment;vidio;Nonton Spiderman Home-Coming dan tayangan Hollywood lainnya di Vidio dengan IndiHome loh! Yuk segera berlangganan Vidio Platinum di IndiHome hanya dengan Rp 29.000. Cek disini ?? https://t.co/Repdkv42ly #SemuaAdaDiVidio @IndiHome https://t.co/VrTp19mW2d
679;compliment;uwistory21;Bapack2 gimick yang kelakuannya ada2 aja wkwkwk seru banget nontonnya bikin ketawa tentunya pke indihome yang lancar dan stabil sinylanya dipke youtubean https://t.co/2OvPZhpmKR
680;campaign;vnyfe;@indihomejkt 36 @itsvelisa @jantitjendana #QuizJempol #IndiHome #AktifitasTanpaBatas
681;complaint;seungnia;ngaco bgt indihome
682;none;alief_an;@alfanazizi @secgron @IndiHome @faishalsw
683;complaint;skysitorus;Dear @IndiHome kalian lagi kenapa dah? Ngaco banget ini. Dari tadi gak kelar2. https://t.co/N9HmB7UMj6
684;compliment;hierpta;Siang ini elina makan ice cream di temani youtub dgn koneksi indihome yg mantappp abisss, makin pintar ya ank cantik onty ?? https://t.co/AgAPYLaCiJ
685;none;tiosfer_top;@okkyandrianlola @IndiHome Ngeri buat dijual lagi data nya
686;campaign;nugrahapedro;@TelkomJabar 2,1,3,4,5 #IndiHome #AktivasiTanpaBatas #GiveawayTelkomjabar
687;none;johanjanitra;@kevin_huanggg @IndiHomeCare @IndiHome @TelkomIndonesia @TelkomCare Ngga bro. Xperia ane juga sama gitu.
688;compliment;taripermata4;Hati² dijalan - Tulus awali pagi mu dengan lagu galau, tapi kalo pake jaringan IndiHome gaperlu galau internet lemot ?? https://t.co/J0QejWCyQn
689;complaint;syaifulmubarok8;@IndiHome @TelkomCare min kenapa lagi ini LOS
690;complaint;foxiyee;tolong indihome @IndiHomeCare ini jaringannya kenapa??? keputus mulu lagi kelas juga?????? kemarin katanya udah dibenerin kenapa malah makin jelek sih??
691;own tweet;indihomecare;@itsyebincat Hai, Kak Dila. Yoha bantu pengecekan yah Kak, informasikan dahulu nomor internet, atas nama pemilik, alamat, jumlah tagihan terakhir, relasi dengan pemilik IndiHome, nomor HP utama dan nomor HP... https://t.co/drQT0spDnO
692;complaint;enhypenbubz;INDIHOME AKHIR AKHIR INI KNP DEHH
693;none;leejxno23;@wuwueyi presindn trus indihome trus bank gt trs anjir ada ekon porno gt bnyak
694;own tweet;indihomecare;@satucintamu Hai, Kak Dika. Yoha dapat bantu yah Kak, untuk hal yang Kakak alami. Informasikan dahulu capture hal yang di alami pada layanan IndiHome TV Kakak via DM guna pengecekan lebihlanjut, Terima Kasih. -Yoha
695;compliment;ydur6792;Anak melakukan pembelajaran secara online Seneng banget jaringan indihome stabil juga Makin siap deh anak2 beraktivitas tanpa batas seharian https://t.co/h5Wj5iM9sr
696;none;leejxno23;@kimtaehavi anjrit padahal ak sukanya au homo :( ak fllw sja indihome
697;compliment;andrie_gun;Indihome itu lemot dan mahal. Tp termasuk yg stabil. Mungkin tergantung daerah nya jg kali. Kalo ada opsi lain, mending nyoba opsi lain deh.
698;complaint;fridanandaputry;indihome kamu kenapa si:(
699;none;alfanazizi;@secgron @IndiHome @alief_an
700;compliment;husnydirgha;yeayy kue lumpur nya sdh jadi, chef by me and my sister, dapat resepnya dr youtube pake koneksi indihome pastinya. https://t.co/2dGgyyGbCA
701;compliment;myuasui;"oh ya indihome ya maha penguasa internet region indonesia :""("
